airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
ISN,ISN,Sloulin Fld Intl,Williston,United States,48.177939,-103.642347,USD,0.9488,1.0541
LIT,LIT,Adams Fld,Little Rock,United States,34.729444,-92.224306,USD,0.9488,1.0541
SWF,SWF,Stewart Intl,Newburgh,United States,41.504094,-74.104839,USD,0.9488,1.0541
BDE,BDE,Baudette Intl,Baudette,United States,48.728444,-94.612222,USD,0.9488,1.0541
SAC,SAC,Sacramento Executive,Sacramento,United States,38.512524,-121.49347,USD,0.9488,1.0541
HOM,HOM,Homer,Homer,United States,59.645556,-151.476583,USD,0.9488,1.0541
TBN,TBN,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,United States,37.741631,-92.140736,USD,0.9488,1.0541
MGE,MGE,Dobbins Arb,Marietta,United States,33.915382,-84.516319,USD,0.9488,1.0541
SKA,SKA,Fairchild Afb,Spokane,United States,47.615058,-117.655772,USD,0.9488,1.0541
HTL,HTL,Roscommon Co,Houghton Lake,United States,44.359806,-84.671112,USD,0.9488,1.0541
PAM,PAM,Tyndall Afb,Panama City,United States,30.069567,-85.575417,USD,0.9488,1.0541
DFW,DFW,Dallas Fort Worth Intl,Dallas-Fort Worth,United States,32.896828,-97.037997,USD,0.9488,1.0541
MLB,MLB,Melbourne Intl,Melbourne,United States,28.102753,-80.645258,USD,0.9488,1.0541
TCM,TCM,Mc Chord Afb,Tacoma,United States,47.137678,-122.476475,USD,0.9488,1.0541
AUS,AUS,Austin Bergstrom Intl,Austin,United States,30.194528,-97.669889,USD,0.9488,1.0541
LCK,LCK,Rickenbacker Intl,Columbus,United States,39.813786,-82.927822,USD,0.9488,1.0541
TYS,TYS,Mc Ghee Tyson,Knoxville,United States,35.810972,-83.994028,USD,0.9488,1.0541
HLR,HLR,Hood Aaf,Fort Hood,United States,31.138731,-97.714469,USD,0.9488,1.0541
STL,STL,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,USD,0.9488,1.0541
MIV,MIV,Millville Muni,Millville,United States,39.367806,-75.072222,USD,0.9488,1.0541
SPS,SPS,Sheppard Afb Wichita Falls Muni,Wichita Falls,United States,33.988797,-98.491894,USD,0.9488,1.0541
LUK,LUK,Cincinnati Muni Lunken Fld,Cincinnati,United States,39.103333,-84.418611,USD,0.9488,1.0541
ATL,ATL,Hartsfield Jackson Atlanta Intl,Atlanta,United States,33.636719,-84.428067,USD,0.9488,1.0541
MER,MER,Castle,Merced,United States,37.380481,-120.568189,USD,0.9488,1.0541
MCC,MCC,Mc Clellan Afld,Sacramento,United States,38.667639,-121.400611,USD,0.9488,1.0541
GRR,GRR,Gerald R Ford Intl,Grand Rapids,United States,42.880833,-85.522806,USD,0.9488,1.0541
INK,INK,Winkler Co,Wink,United States,31.779628,-103.201361,USD,0.9488,1.0541
FAT,FAT,Fresno Yosemite Intl,Fresno,United States,36.776194,-119.71814,USD,0.9488,1.0541
VRB,VRB,Vero Beach Muni,Vero Beach,United States,27.655556,-80.417944,USD,0.9488,1.0541
IPL,IPL,Imperial Co,Imperial,United States,32.834219,-115.578744,USD,0.9488,1.0541
BNA,BNA,Nashville Intl,Nashville,United States,36.124472,-86.678194,USD,0.9488,1.0541
LRD,LRD,Laredo Intl,Laredo,United States,27.54375,-99.461556,USD,0.9488,1.0541
EDF,EDF,Elmendorf Afb,Anchorage,United States,61.250986,-149.806503,USD,0.9488,1.0541
OTZ,OTZ,Ralph Wien Mem,Kotzebue,United States,66.884678,-162.59855,USD,0.9488,1.0541
AOO,AOO,Altoona Blair Co,Altoona,United States,40.296372,-78.320022,USD,0.9488,1.0541
DYS,DYS,Dyess Afb,Abilene,United States,32.420756,-99.8546,USD,0.9488,1.0541
ELD,ELD,South Arkansas Rgnl At Goodwin Fld,El Dorado,United States,33.220972,-92.813278,USD,0.9488,1.0541
LGA,LGA,La Guardia,New York,United States,40.777245,-73.872608,USD,0.9488,1.0541
TLH,TLH,Tallahassee Rgnl,Tallahassee,United States,30.396528,-84.350333,USD,0.9488,1.0541
DPA,DPA,Dupage,West Chicago,United States,41.907778,-88.248611,USD,0.9488,1.0541
ACT,ACT,Waco Rgnl,Waco,United States,31.611289,-97.230519,USD,0.9488,1.0541
AUG,AUG,Augusta State,Augusta,United States,44.320647,-69.797317,USD,0.9488,1.0541
INJ,INJ,Hillsboro Muni,Hillsboro,United States,32.083486,-97.097228,USD,0.9488,1.0541
NIP,NIP,Jacksonville Nas,Jacksonville,United States,30.235834,-81.680556,USD,0.9488,1.0541
MKL,MKL,Mc Kellar Sipes Rgnl,Jackson,United States,35.599889,-88.915611,USD,0.9488,1.0541
MKK,MKK,Molokai,Molokai,United States,21.152886,-157.096256,USD,0.9488,1.0541
FTK,FTK,Godman Aaf,Fort Knox,United States,37.907058,-85.972106,USD,0.9488,1.0541
SJT,SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States,31.35775,-100.496306,USD,0.9488,1.0541
CXL,CXL,Calexico Intl,Calexico,United States,32.669502,-115.51333,USD,0.9488,1.0541
CIC,CIC,Chico Muni,Chico,United States,39.795383,-121.858422,USD,0.9488,1.0541
BTV,BTV,Burlington Intl,Burlington,United States,44.471861,-73.153278,USD,0.9488,1.0541
JAX,JAX,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861,USD,0.9488,1.0541
DRO,DRO,Durango La Plata Co,Durango,United States,37.151516,-107.75377,USD,0.9488,1.0541
IAD,IAD,Washington Dulles Intl,Washington,United States,38.944533,-77.455811,USD,0.9488,1.0541
CLL,CLL,Easterwood Fld,College Station,United States,30.588583,-96.363833,USD,0.9488,1.0541
SFF,SFF,Felts Fld,Spokane,United States,47.682819,-117.322558,USD,0.9488,1.0541
MKE,MKE,General Mitchell Intl,Milwaukee,United States,42.947222,-87.896583,USD,0.9488,1.0541
ABI,ABI,Abilene Rgnl,Abilene,United States,32.411319,-99.681897,USD,0.9488,1.0541
COU,COU,Columbia Rgnl,Columbia,United States,38.818094,-92.219631,USD,0.9488,1.0541
PDX,PDX,Portland Intl,Portland,United States,45.588722,-122.5975,USD,0.9488,1.0541
TNT,TNT,Dade Collier Training And Transition,Miami,United States,25.861806,-80.897,USD,0.9488,1.0541
PBI,PBI,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,USD,0.9488,1.0541
FTW,FTW,Fort Worth Meacham Intl,Fort Worth,United States,32.819778,-97.362444,USD,0.9488,1.0541
OGS,OGS,Ogdensburg Intl,Ogdensburg,United States,44.681854,-75.4655,USD,0.9488,1.0541
FMH,FMH,Otis Angb,Falmouth,United States,41.658439,-70.521417,USD,0.9488,1.0541
BFI,BFI,Boeing Fld King Co Intl,Seattle,United States,47.53,-122.301947,USD,0.9488,1.0541
SKF,SKF,Lackland Afb Kelly Fld Annex,San Antonio,United States,29.384228,-98.581108,USD,0.9488,1.0541
HNL,HNL,Honolulu Intl,Honolulu,United States,21.318681,-157.922428,USD,0.9488,1.0541
DSM,DSM,Des Moines Intl,Des Moines,United States,41.533972,-93.663083,USD,0.9488,1.0541
EWN,EWN,Craven Co Rgnl,New Bern,United States,35.072972,-77.042944,USD,0.9488,1.0541
SAN,SAN,San Diego Intl,San Diego,United States,32.733556,-117.189667,USD,0.9488,1.0541
MLU,MLU,Monroe Rgnl,Monroe,United States,32.510864,-92.037689,USD,0.9488,1.0541
SSC,SSC,Shaw Afb,Sumter,United States,33.972719,-80.470564,USD,0.9488,1.0541
ONT,ONT,Ontario Intl,Ontario,United States,34.056,-117.601194,USD,0.9488,1.0541
GVT,GVT,Majors,Greenvile,United States,33.067839,-96.065333,USD,0.9488,1.0541
ROW,ROW,Roswell Intl Air Center,Roswell,United States,33.301556,-104.530556,USD,0.9488,1.0541
DET,DET,Coleman A Young Muni,Detroit,United States,42.409195,-83.009861,USD,0.9488,1.0541
BRO,BRO,Brownsville South Padre Island Intl,Brownsville,United States,25.906833,-97.425861,USD,0.9488,1.0541
DHN,DHN,Dothan Rgnl,Dothan,United States,31.321339,-85.449628,USD,0.9488,1.0541
WWD,WWD,Cape May Co,Wildwood,United States,39.008507,-74.908275,USD,0.9488,1.0541
NFL,NFL,Fallon Nas,Fallon,United States,39.416584,-118.70098,USD,0.9488,1.0541
MTC,MTC,Selfridge Angb,Mount Clemens,United States,42.608333,-82.8355,USD,0.9488,1.0541
FMN,FMN,Four Corners Rgnl,Farmington,United States,36.74125,-108.229944,USD,0.9488,1.0541
CRP,CRP,Corpus Christi Intl,Corpus Christi,United States,27.770361,-97.501222,USD,0.9488,1.0541
SYR,SYR,Syracuse Hancock Intl,Syracuse,United States,43.111187,-76.106311,USD,0.9488,1.0541
NQX,NQX,Key West Nas,Key West,United States,24.575834,-81.688889,USD,0.9488,1.0541
MDW,MDW,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417,USD,0.9488,1.0541
SJC,SJC,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022,USD,0.9488,1.0541
HOB,HOB,Lea Co Rgnl,Hobbs,United States,32.687528,-103.217028,USD,0.9488,1.0541
PNE,PNE,Northeast Philadelphia,Philadelphia,United States,40.081944,-75.010586,USD,0.9488,1.0541
DEN,DEN,Denver Intl,Denver,United States,39.861656,-104.673178,USD,0.9488,1.0541
PHL,PHL,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,USD,0.9488,1.0541
SUX,SUX,Sioux Gateway Col Bud Day Fld,Sioux City,United States,42.402603,-96.384367,USD,0.9488,1.0541
MCN,MCN,Middle Georgia Rgnl,Macon,United States,32.69285,-83.649211,USD,0.9488,1.0541
TCS,TCS,Truth Or Consequences Muni,Truth Or Consequences,United States,33.236944,-107.27175,USD,0.9488,1.0541
PMD,PMD,Palmdale Rgnl Usaf Plt 42,Palmdale,United States,34.629391,-118.08456,USD,0.9488,1.0541
RND,RND,Randolph Afb,San Antonio,United States,29.529675,-98.2789,USD,0.9488,1.0541
NJK,NJK,El Centro Naf,El Centro,United States,32.829222,-115.671667,USD,0.9488,1.0541
CMH,CMH,Port Columbus Intl,Columbus,United States,39.997972,-82.891889,USD,0.9488,1.0541
FYV,FYV,Drake Fld,Fayetteville,United States,36.005094,-94.170059,USD,0.9488,1.0541
FSI,FSI,Henry Post Aaf,Fort Sill,United States,34.649833,-98.402167,USD,0.9488,1.0541
PNM,PNM,Princeton Muni,Princeton,United States,45.559868,-93.608217,USD,0.9488,1.0541
FFO,FFO,Wright Patterson Afb,Dayton,United States,39.826111,-84.048332,USD,0.9488,1.0541
GAL,GAL,Edward G Pitka Sr,Galena,United States,64.736178,-156.937417,USD,0.9488,1.0541
MWL,MWL,Mineral Wells,Mineral Wells,United States,32.781606,-98.060175,USD,0.9488,1.0541
IAB,IAB,Mc Connell Afb,Wichita,United States,37.621853,-97.268192,USD,0.9488,1.0541
NBG,NBG,New Orleans Nas Jrb,New Orleans,United States,29.825333,-90.035,USD,0.9488,1.0541
BFT,BFT,Beaufort County Airport,Beaufort,United States,32.477411,-80.723161,USD,0.9488,1.0541
TXK,TXK,Texarkana Rgnl Webb Fld,Texarkana,United States,33.453722,-93.991028,USD,0.9488,1.0541
PBG,PBG,Plattsburgh Intl,Plattsburgh,United States,44.650944,-73.468139,USD,0.9488,1.0541
APG,APG,Phillips Aaf,Aberdeen,United States,39.466219,-76.168808,USD,0.9488,1.0541
TCC,TCC,Tucumcari Muni,Tucumcari,United States,35.182777,-103.603186,USD,0.9488,1.0541
ANC,ANC,Ted Stevens Anchorage Intl,Anchorage,United States,61.174361,-149.996361,USD,0.9488,1.0541
GRK,GRK,Robert Gray Aaf,Killeen,United States,31.06725,-97.828917,USD,0.9488,1.0541
ZUN,ZUN,Black Rock,Zuni Pueblo,United States,35.083228,-108.791778,USD,0.9488,1.0541
BLI,BLI,Bellingham Intl,Bellingham,United States,48.792694,-122.537528,USD,0.9488,1.0541
NQA,NQA,Millington Rgnl Jetport,Millington,United States,35.356667,-89.870278,USD,0.9488,1.0541
EKN,EKN,Elkins Randolph Co Jennings Randolph,Elkins,United States,38.889444,-79.857139,USD,0.9488,1.0541
HFD,HFD,Hartford Brainard,Hartford,United States,41.736722,-72.649444,USD,0.9488,1.0541
SFZ,SFZ,North Central State,Smithfield,United States,41.920764,-71.491381,USD,0.9488,1.0541
MOB,MOB,Mobile Rgnl,Mobile,United States,30.691231,-88.242814,USD,0.9488,1.0541
NUQ,NUQ,Moffett Federal Afld,Mountain View,United States,37.416142,-122.049139,USD,0.9488,1.0541
SAF,SAF,Santa Fe Muni,Santa Fe,United States,35.617108,-106.089422,USD,0.9488,1.0541
BKH,BKH,Barking Sands Pmrf,Barking Sands,United States,22.022833,-159.785,USD,0.9488,1.0541
DRI,DRI,Beauregard Rgnl,Deridder,United States,30.831722,-93.339917,USD,0.9488,1.0541
BSF,BSF,Bradshaw Aaf,Bradshaw Field,United States,19.760056,-155.553717,USD,0.9488,1.0541
OLS,OLS,Nogales Intl,Nogales,United States,31.417722,-110.84789,USD,0.9488,1.0541
MCF,MCF,Macdill Afb,Tampa,United States,27.849339,-82.521214,USD,0.9488,1.0541
BLV,BLV,Scott Afb Midamerica,Belleville,United States,38.545178,-89.835183,USD,0.9488,1.0541
OPF,OPF,Opa Locka,Miami,United States,25.907,-80.278389,USD,0.9488,1.0541
DRT,DRT,Del Rio Intl,Del Rio,United States,29.374208,-100.927158,USD,0.9488,1.0541
RSW,RSW,Southwest Florida Intl,Fort Myers,United States,26.536167,-81.755167,USD,0.9488,1.0541
AKN,AKN,King Salmon,King Salmon,United States,58.676778,-156.649278,USD,0.9488,1.0541
MUI,MUI,Muir Aaf,Muir,United States,40.434811,-76.569411,USD,0.9488,1.0541
JHM,JHM,Kapalua,Lahania-kapalua,United States,20.962936,-156.673031,USD,0.9488,1.0541
JFK,JFK,John F Kennedy Intl,New York,United States,40.639751,-73.778925,USD,0.9488,1.0541
HST,HST,Homestead Arb,Homestead,United States,25.48855,-80.383567,USD,0.9488,1.0541
RAL,RAL,Riverside Muni,Riverside,United States,33.951875,-117.445103,USD,0.9488,1.0541
FLV,FLV,Sherman Aaf,Fort Leavenworth,United States,39.368332,-94.914686,USD,0.9488,1.0541
WAL,WAL,Wallops Flight Facility,Wallops Island,United States,37.940194,-75.466389,USD,0.9488,1.0541
HMN,HMN,Holloman Afb,Alamogordo,United States,32.852519,-106.106525,USD,0.9488,1.0541
NXX,NXX,Willow Grove Nas Jrb,Willow Grove,United States,40.199833,-75.148167,USD,0.9488,1.0541
CYS,CYS,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,41.155722,-104.811839,USD,0.9488,1.0541
SCK,SCK,Stockton Metropolitan,Stockton,United States,37.894167,-121.238306,USD,0.9488,1.0541
CHS,CHS,Charleston Afb Intl,Charleston,United States,32.898647,-80.040528,USD,0.9488,1.0541
RNO,RNO,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108,USD,0.9488,1.0541
KTN,KTN,Ketchikan Intl,Ketchikan,United States,55.355556,-131.71375,USD,0.9488,1.0541
YIP,YIP,Willow Run,Detroit,United States,42.237928,-83.530408,USD,0.9488,1.0541
VBG,VBG,Vandenberg Afb,Lompoc,United States,34.737333,-120.584306,USD,0.9488,1.0541
BHM,BHM,Birmingham Intl,Birmingham,United States,33.562942,-86.75355,USD,0.9488,1.0541
NEL,NEL,Lakehurst Naes,Lakehurst,United States,40.033333,-74.353333,USD,0.9488,1.0541
SYA,SYA,Eareckson As,Shemya,United States,52.712275,174.11362,USD,0.9488,1.0541
LSV,LSV,Nellis Afb,Las Vegas,United States,36.236197,-115.034253,USD,0.9488,1.0541
RIV,RIV,March Arb,Riverside,United States,33.880711,-117.259453,USD,0.9488,1.0541
MOD,MOD,Modesto City Co Harry Sham,Modesto,United States,37.625817,-120.954422,USD,0.9488,1.0541
SMF,SMF,Sacramento Intl,Sacramento,United States,38.695417,-121.590778,USD,0.9488,1.0541
UGN,UGN,Waukegan Rgnl,Chicago,United States,42.422161,-87.867908,USD,0.9488,1.0541
COS,COS,City Of Colorado Springs Muni,Colorado Springs,United States,38.805805,-104.700778,USD,0.9488,1.0541
BUF,BUF,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167,USD,0.9488,1.0541
SKY,SKY,Griffing Sandusky,Sandusky,United States,41.433361,-82.652333,USD,0.9488,1.0541
PAE,PAE,Snohomish Co,Everett,United States,47.906342,-122.281564,USD,0.9488,1.0541
MUO,MUO,Mountain Home Afb,Mountain Home,United States,43.043603,-115.872431,USD,0.9488,1.0541
CDC,CDC,Cedar City Rgnl,Cedar City,United States,37.700967,-113.098847,USD,0.9488,1.0541
BDL,BDL,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222,USD,0.9488,1.0541
MFE,MFE,Mc Allen Miller Intl,Mcallen,United States,26.175833,-98.238611,USD,0.9488,1.0541
NGU,NGU,Norfolk Ns,Norfolk,United States,36.937644,-76.289289,USD,0.9488,1.0541
CEF,CEF,Westover Arb Metropolitan,Chicopee Falls,United States,42.194014,-72.534783,USD,0.9488,1.0541
LBB,LBB,Lubbock Preston Smith Intl,Lubbock,United States,33.663639,-101.822778,USD,0.9488,1.0541
ORD,ORD,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,USD,0.9488,1.0541
BCT,BCT,Boca Raton,Boca Raton,United States,26.3785,-80.107694,USD,0.9488,1.0541
FAI,FAI,Fairbanks Intl,Fairbanks,United States,64.815114,-147.856267,USD,0.9488,1.0541
NYG,NYG,Quantico Mcaf,Quantico,United States,38.501683,-77.305333,USD,0.9488,1.0541
CVS,CVS,Cannon Afb,Clovis,United States,34.382775,-103.322147,USD,0.9488,1.0541
NGF,NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States,21.450453,-157.768,USD,0.9488,1.0541
OFF,OFF,Offutt Afb,Omaha,United States,41.118332,-95.912511,USD,0.9488,1.0541
GKN,GKN,Gulkana,Gulkana,United States,62.154888,-145.456639,USD,0.9488,1.0541
ART,ART,Watertown Intl,Watertown,United States,43.991922,-76.021739,USD,0.9488,1.0541
PSP,PSP,Palm Springs Intl,Palm Springs,United States,33.829667,-116.506694,USD,0.9488,1.0541
AMA,AMA,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931,USD,0.9488,1.0541
FOD,FOD,Fort Dodge Rgnl,Fort Dodge,United States,42.5512,-94.191842,USD,0.9488,1.0541
BAD,BAD,Barksdale Afb,Shreveport,United States,32.50182,-93.662674,USD,0.9488,1.0541
FOE,FOE,Forbes Fld,Topeka,United States,38.950944,-95.663611,USD,0.9488,1.0541
COT,COT,Cotulla Lasalle Co,Cotulla,United States,28.456694,-99.220294,USD,0.9488,1.0541
ILM,ILM,Wilmington Intl,Wilmington,United States,34.270615,-77.902569,USD,0.9488,1.0541
BTR,BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,30.533167,-91.149639,USD,0.9488,1.0541
NMM,NMM,Meridian Nas,Meridian,United States,32.552083,-88.555557,USD,0.9488,1.0541
TYR,TYR,Tyler Pounds Rgnl,Tyler,United States,32.354139,-95.402386,USD,0.9488,1.0541
BWI,BWI,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333,USD,0.9488,1.0541
HBR,HBR,Hobart Muni,Hobart,United States,34.991308,-99.051353,USD,0.9488,1.0541
LNY,LNY,Lanai,Lanai,United States,20.785611,-156.951419,USD,0.9488,1.0541
AEX,AEX,Alexandria Intl,Alexandria,United States,31.3274,-92.549833,USD,0.9488,1.0541
WSD,WSD,Condron Aaf,White Sands,United States,32.341484,-106.40277,USD,0.9488,1.0541
CDB,CDB,Cold Bay,Cold Bay,United States,55.206061,-162.725436,USD,0.9488,1.0541
TUL,TUL,Tulsa Intl,Tulsa,United States,36.198389,-95.888111,USD,0.9488,1.0541
SIT,SIT,Sitka Rocky Gutierrez,Sitka,United States,57.047138,-135.361611,USD,0.9488,1.0541
ISP,ISP,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222,USD,0.9488,1.0541
MSP,MSP,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767,USD,0.9488,1.0541
ILG,ILG,New Castle,Wilmington,United States,39.678722,-75.606528,USD,0.9488,1.0541
DUT,DUT,Unalaska,Unalaska,United States,53.900139,-166.5435,USD,0.9488,1.0541
MSY,MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028,USD,0.9488,1.0541
PWM,PWM,Portland Intl Jetport,Portland,United States,43.646161,-70.309281,USD,0.9488,1.0541
OKC,OKC,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,USD,0.9488,1.0541
ALB,ALB,Albany Intl,Albany,United States,42.748267,-73.801692,USD,0.9488,1.0541
VDZ,VDZ,Valdez Pioneer Fld,Valdez,United States,61.133949,-146.248342,USD,0.9488,1.0541
LFI,LFI,Langley Afb,Hampton,United States,37.082881,-76.360547,USD,0.9488,1.0541
SNA,SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,USD,0.9488,1.0541
CBM,CBM,Columbus Afb,Colombus,United States,33.643833,-88.443833,USD,0.9488,1.0541
TMB,TMB,Kendall Tamiami Executive,Kendall-tamiami,United States,25.647889,-80.432777,USD,0.9488,1.0541
NTU,NTU,Oceana Nas,Oceana,United States,36.820703,-76.033542,USD,0.9488,1.0541
GUS,GUS,Grissom Arb,Peru,United States,40.648094,-86.152119,USD,0.9488,1.0541
CPR,CPR,Natrona Co Intl,Casper,United States,42.908,-106.464417,USD,0.9488,1.0541
VPS,VPS,Eglin Afb,Valparaiso,United States,30.48325,-86.5254,USD,0.9488,1.0541
SEM,SEM,Craig Fld,Selma,United States,32.343947,-86.987803,USD,0.9488,1.0541
EYW,EYW,Key West Intl,Key West,United States,24.556111,-81.759556,USD,0.9488,1.0541
CLT,CLT,Charlotte Douglas Intl,Charlotte,United States,35.214,-80.943139,USD,0.9488,1.0541
LAS,LAS,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225,USD,0.9488,1.0541
MCO,MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994,USD,0.9488,1.0541
FLO,FLO,Florence Rgnl,Florence,United States,34.185361,-79.723889,USD,0.9488,1.0541
GTF,GTF,Great Falls Intl,Great Falls,United States,47.482,-111.370689,USD,0.9488,1.0541
YNG,YNG,Youngstown Warren Rgnl,Youngstown,United States,41.260736,-80.679097,USD,0.9488,1.0541
FBK,FBK,Ladd Aaf,Fort Wainwright,United States,64.8375,-147.614444,USD,0.9488,1.0541
MMV,MMV,Mc Minnville Muni,Mackminnville,United States,45.194444,-123.135944,USD,0.9488,1.0541
WRB,WRB,Robins Afb,Macon,United States,32.640144,-83.59185,USD,0.9488,1.0541
PUW,PUW,Pullman-Moscow Rgnl,Pullman,United States,46.743861,-117.109583,USD,0.9488,1.0541
LWS,LWS,Lewiston Nez Perce Co,Lewiston,United States,46.3745,-117.015389,USD,0.9488,1.0541
ELM,ELM,Elmira Corning Rgnl,Elmira,United States,42.159889,-76.891611,USD,0.9488,1.0541
ITH,ITH,Ithaca Tompkins Rgnl,Ithaca,United States,42.491028,-76.458444,USD,0.9488,1.0541
MRY,MRY,Monterey Peninsula,Monterey,United States,36.587,-121.842944,USD,0.9488,1.0541
SBA,SBA,Santa Barbara Muni,Santa Barbara,United States,34.426211,-119.840372,USD,0.9488,1.0541
DAB,DAB,Daytona Beach Intl,Daytona Beach,United States,29.179917,-81.058056,USD,0.9488,1.0541
JRB,JRB,Wall Street Heliport,New York,United States,40.701214,-74.009028,USD,0.9488,1.0541
TKA,TKA,Talkeetna,Talkeetna,United States,62.3205,-150.093694,USD,0.9488,1.0541
HVN,HVN,Tweed-New Haven Airport,New Haven,United States,41.26375,-72.886806,USD,0.9488,1.0541
AVL,AVL,Asheville Regional Airport,Asheville,United States,35.436194,-82.541806,USD,0.9488,1.0541
GSO,GSO,Piedmont Triad,Greensboro,United States,36.09775,-79.937306,USD,0.9488,1.0541
FSD,FSD,Sioux Falls,Sioux Falls,United States,43.582014,-96.741914,USD,0.9488,1.0541
MHT,MHT,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667,USD,0.9488,1.0541
APF,APF,Naples Muni,Naples,United States,26.152619,-81.775294,USD,0.9488,1.0541
SDF,SDF,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989,USD,0.9488,1.0541
CHO,CHO,Charlottesville-Albemarle,Charlottesville VA,United States,38.138639,-78.452861,USD,0.9488,1.0541
ROA,ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417,USD,0.9488,1.0541
LEX,LEX,Blue Grass,Lexington KY,United States,38.0365,-84.605889,USD,0.9488,1.0541
EVV,EVV,Evansville Regional,Evansville,United States,38.036997,-87.532364,USD,0.9488,1.0541
ABQ,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,USD,0.9488,1.0541
BZN,BZN,Gallatin Field,Bozeman,United States,45.777643,-111.160151,USD,0.9488,1.0541
BIL,BIL,Billings Logan International Airport,Billings,United States,45.80921,-108.537654,USD,0.9488,1.0541
BTM,BTM,Bert Mooney Airport,Butte,United States,45.954806,-112.497472,USD,0.9488,1.0541
TVC,TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235,USD,0.9488,1.0541
BHB,BHB,Hancock County - Bar Harbor,Bar Harbor,United States,44.4497689,-68.3615653,USD,0.9488,1.0541
RKD,RKD,Knox County Regional Airport,Rockland,United States,44.0601111,-69.0992303,USD,0.9488,1.0541
JAC,JAC,Jackson Hole Airport,Jacksn Hole,United States,43.60733333,-110.73775,USD,0.9488,1.0541
RFD,RFD,Chicago Rockford International Airport ,Rockford,United States,42.1953611,-89.0972222,USD,0.9488,1.0541
TSS,TSS,East 34th Street Heliport,New York,United States,40.7425,-73.971944,USD,0.9488,1.0541
GSP,GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889,USD,0.9488,1.0541
BMI,BMI,Central Illinois Rgnl,Bloomington,United States,40.477111,-88.915917,USD,0.9488,1.0541
GPT,GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111,USD,0.9488,1.0541
AZO,AZO,Kalamazoo,Kalamazoo,United States,42.234875,-85.552058,USD,0.9488,1.0541
TOL,TOL,Toledo,Toledo,United States,41.586806,-83.807833,USD,0.9488,1.0541
FWA,FWA,Fort Wayne,Fort Wayne,United States,40.978472,-85.195139,USD,0.9488,1.0541
DEC,DEC,Decatur,Decatur,United States,39.834564,-88.865689,USD,0.9488,1.0541
CID,CID,Cedar Rapids,Cedar Rapids,United States,41.884694,-91.710806,USD,0.9488,1.0541
LSE,LSE,La Crosse Municipal,La Crosse,United States,43.878986,-91.256711,USD,0.9488,1.0541
CWA,CWA,Central Wisconsin,Wassau,United States,44.772726,-89.646635,USD,0.9488,1.0541
PIA,PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258,USD,0.9488,1.0541
ATW,ATW,Appleton,Appleton,United States,44.257526,-88.507576,USD,0.9488,1.0541
RST,RST,Rochester,Rochester,United States,43.908283,-92.500014,USD,0.9488,1.0541
CMI,CMI,Champaign,Champaign,United States,40.03925,-88.278056,USD,0.9488,1.0541
MHK,MHK,Manhattan Reigonal,Manhattan,United States,39.140972,-96.670833,USD,0.9488,1.0541
FKL,FKL,Franklin,Franklin,United States,41.377874,-79.860362,USD,0.9488,1.0541
GJT,GJT,Grand Junction Regional,Grand Junction,United States,39.122413,-108.526735,USD,0.9488,1.0541
SGU,SGU,St George Muni,Saint George,United States,37.090583,-113.593056,USD,0.9488,1.0541
DWH,DWH,David Wayne Hooks Field,Houston,United States,30.063746,-95.554276,USD,0.9488,1.0541
S46,S46,Port O\\'Connor Airfield,Port O\\'Connor,United States,28.429977,-96.442859,USD,0.9488,1.0541
