airportName,city,country,airportCode,lat,long
Congo Town Airport,Andros,Bahamas,COX,24.158933,-77.589758
Paradise Island Seaplane Base,Nassau,Bahamas,WZY,25.0872,-77.3239
Bahrain Intl,Bahrain,Bahrain,BAH,26.270834,50.63361
Coxs Bazar,Cox's Bazar,Bangladesh,CXB,21.452194,91.963889
Shah Amanat Intl,Chittagong,Bangladesh,CGP,22.249611,91.813286
Ishurdi,Ishurdi,Bangladesh,IRD,24.1525,89.049446
Jessore,Jessore,Bangladesh,JSR,23.1838,89.160833
Shah Mokhdum,Rajshahi,Bangladesh,RJH,24.437219,88.616511
Saidpur,Saidpur,Bangladesh,SPD,25.759228,88.908869
Osmany Intl,Sylhet Osmani,Bangladesh,ZYL,24.963242,91.866783
Zia Intl,Dhaka,Bangladesh,DAC,23.843333,90.397781
Barisal Airport,Barisal,Bangladesh,BZL,22.801,90.3012
Grantley Adams Intl,Bridgetown,Barbados,BGI,13.074603,-59.492456
Gomel,Gomel,Belarus,GME,52.527022,31.016692
Vitebsk,Vitebsk,Belarus,VTB,55.1265,30.349639
Minsk 1,Minsk,Belarus,MHP,53.864472,27.539683
Minsk 2,Minsk 2,Belarus,MSQ,53.882469,28.030731
Hrodno Airport,Hrodna,Belarus,GNA,53.602,24.0538
Mogilev Airport,Mogilev,Belarus,MVQ,53.9549,30.0951
Brest,Brest,Belarus,BQT,52.06,23.53
Deurne,Antwerp,Belgium,ANR,51.189444,4.460278
Brussels Natl,Brussels,Belgium,BRU,50.901389,4.484444
Brussels South,Charleroi,Belgium,CRL,50.459197,4.453817
Wevelgem,Kortrijk-vevelgem,Belgium,QKT,50.817222,3.204722
Liege,Liege,Belgium,LGG,50.637417,5.443222
Oostende,Ostend,Belgium,OST,51.198889,2.862222
Brussels Gare du Midi,Brussels,Belgium,ZYR,50.8,4.4
Knokke-Heist Westkapelle Heliport,Knokke,Belgium,KNO,51.3222,3.29306
Centraal,Antwerp,Belgium,ZWE,51.217222,4.421111
Liege-Guillemins Railway Station,Liege,Belgium,XHN,50.6333,5.56667
Philip S W Goldson Intl,Belize City,Belize,BZE,17.539144,-88.308203
San Pedro,San Pedro,Belize,SPR,17.913936,-87.971075
Punta Gorda Airport,Punta Gorda,Belize,PND,16.1024,-88.8083
Caye Caulker Airport,Caye Caulker,Belize,CUK,17.7347,-88.0325
Belize City Municipal Airport,Belize,Belize,TZA,17.5344,-88.298
Municipal,Corozal,Belize,CZH,18.3822,-88.4119
Caye Chapel Airport,Caye Chapel,Belize,CYC,17.683611,-88.045
Big Creek Airport,Big Creek,Belize,BGK,16.516667,-88.416667
Dangriga Airport,Dangriga,Belize,DGA,16.966667,-88.216667
Placencia Airport,Placencia,Belize,PLJ,16.536944,-88.361667
Sartaneja Airport,Sarteneja,Belize,SJX,18.355556,-88.130833
Hector Silva Airstrip,Belmopan,Belize,BCV,17.269444,-88.776111
Cadjehoun,Cotonou,Benin,COO,6.357228,2.384353
Bermuda Intl,Bermuda,Bermuda,BDA,32.364042,-64.678703
Paro,Thimphu,Bhutan,PBH,27.403192,89.424606
Bermejo,Bermejo,Bolivia,BJO,-22.773336,-64.312881
Jorge Wilsterman,Cochabamba,Bolivia,CBB,-17.421058,-66.177114
Heroes Del Acre,Cobija,Bolivia,CIJ,-11.040436,-68.782972
El Alto Intl,La Paz,Bolivia,LPB,-16.513339,-68.192256
Capitan Nicolas Rojas,Potosi,Bolivia,POI,-19.543069,-65.723706
Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,PSZ,-18.975281,-57.820586
Juana Azurduy De Padilla,Sucre,Bolivia,SRE,-19.007083,-65.288747
Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA,-21.555736,-64.701325
Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD,-14.818739,-64.918019
Viru Viru Intl,Santa Cruz,Bolivia,VVI,-17.644756,-63.135364
Yacuiba,Yacuiba,Bolivia,BYC,-21.960925,-63.651669
Santa Cruz,Santa Cruz,Bolivia,SRZ,-17.8,-63.166667
Reyes Airport,Reyes,Bolivia,REY,-14.3044,-67.3534
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,-11.1077,-67.5512
Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,-14.8592,-66.7375
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,-11,-66
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,-10.8206,-65.3456
Uyuni Airport,Uyuni,Bolivia,UYU,-20.466667,-66.833333
Rurrenabaque Airport,Rerrenabaque,Bolivia,RBQ,-14.4275,-67.498056
Mostar,Mostar,Bosnia and Herzegovina,OMO,43.2829,17.845878
Sarajevo,Sarajevo,Bosnia and Herzegovina,SJJ,43.824583,18.331467
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.941444,17.297501
Francistown,Francistown,Botswana,FRW,-21.159597,27.474525
Jwaneng,Jwaneng,Botswana,JWA,-24.602333,24.690971
Kasane,Kasane,Botswana,BBK,-17.832875,25.1624
Maun,Maun,Botswana,MUB,-19.972564,23.431086
Sir Seretse Khama Intl,Gaberone,Botswana,GBE,-24.555225,25.918208
Selebi Phikwe,Selebi-phikwe,Botswana,PKW,-22.05835,27.828767
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,-22.1892,29.1269
Shakawe Airport,Shakawe,Botswana,SWX,-18.3739,21.8326
Orapa Airport,Orapa,Botswana,ORP,-21.2667,25.3167
Ghanzi Airport,Ghanzi,Botswana,GNZ,-21.6925,21.6581
Khwai River Lodge,Khwai River,Botswana,KHW,-19.149166,23.7875
Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,-8.348347,-49.301528
Araraquara,Araracuara,Brazil,AQA,-21.812,-48.133028
Santa Maria,Aracaju,Brazil,AJU,-10.984,-37.070333
Alta Floresta,Alta Floresta,Brazil,AFL,-9.866092,-56.106206
Aracatuba,Aracatuba,Brazil,ARU,-21.141342,-50.424722
Val De Cans Intl,Belem,Brazil,BEL,-1.37925,-48.476292
Comandante Gustavo Kraemer,Bage,Brazil,BGX,-31.390528,-54.112244
Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,-19.851181,-43.950628
Bacacheri,Curitiba,Brazil,BFH,-25.405078,-49.232036
Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,-15.8711,-47.918625
Bauru,Bauru,Brazil,BAU,-22.345042,-49.0538
Boa Vista,Boa Vista,Brazil,BVB,2.846311,-60.690069
Cascavel,Cascavel,Brazil,CAC,-25.000339,-53.500764
Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,-19.63375,-43.968856
Campo Grande,Campo Grande,Brazil,CGR,-20.468667,-54.6725
Chapeco,Chapeco,Brazil,XAP,-27.134219,-52.656553
Carolina,Carolina,Brazil,CLN,-7.320444,-47.458667
Forquilhinha,Criciuma,Brazil,CCM,-28.725817,-49.424739
Bartolomeu Lisandro,Campos,Brazil,CAW,-21.698333,-41.301669
Corumba Intl,Corumba,Brazil,CMG,-19.011931,-57.673053
Afonso Pena,Curitiba,Brazil,CWB,-25.528475,-49.175775
Caravelas,Caravelas,Brazil,CRQ,-17.652283,-39.253069
Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,-29.197064,-51.187536
Marechal Rondon,Cuiaba,Brazil,CGB,-15.652931,-56.116719
Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,-7.599906,-72.769489
Presidente Prudente,President Prudente,Brazil,PPB,-22.175056,-51.424639
Eduardo Gomes Intl,Manaus,Brazil,MAO,-3.038611,-60.049721
Cataratas Intl,Foz Do Iguacu,Brazil,IGU,-25.59615,-54.487206
Hercilio Luz,Florianopolis,Brazil,FLN,-27.670489,-48.547181
Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,-3.854928,-32.423336
Pinto Martins Intl,Fortaleza,Brazil,FOR,-3.776283,-38.532556
Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,-22.808903,-43.243647
Santa Genoveva,Goiania,Brazil,GYN,-16.632033,-49.220686
Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,-23.432075,-46.469511
Altamira,Altamira,Brazil,ATM,-3.253906,-52.253978
Ilheus,Ilheus,Brazil,IOS,-14.815964,-39.033197
Usiminas,Ipatinga,Brazil,IPN,-19.470722,-42.487583
Prefeito Renato Moreira,Imperatriz,Brazil,IMP,-5.531292,-47.46005
Francisco De Assis,Juiz De Fora,Brazil,JDF,-21.7915,-43.386778
Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,-7.148381,-34.950681
Lauro Carneiro De Loyola,Joinville,Brazil,JOI,-26.224453,-48.797364
Presidente Joao Suassuna,Campina Grande,Brazil,CPV,-7.269917,-35.896364
Viracopos,Campinas,Brazil,VCP,-23.0075,-47.134444
Lins,Lins,Brazil,LIP,-21.664039,-49.730519
Londrina,Londrina,Brazil,LDB,-23.333625,-51.130072
Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ,-13.262086,-43.408114
Maraba,Maraba,Brazil,MAB,-5.368589,-49.138025
Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,-23.476392,-52.016406
Mario Ribeiro,Montes Claros,Brazil,MOC,-16.706925,-43.8189
Zumbi Dos Palmares,Maceio,Brazil,MCZ,-9.510808,-35.791678
Macapa,Macapa,Brazil,MCP,0.050664,-51.072178
Manicore,Manicore,Brazil,MNX,-5.811381,-61.278319
Ministro Victor Konder Intl,Navegantes,Brazil,NVT,-26.879999,-48.65139
Santo Angelo,Santo Angelo,Brazil,GEL,-28.281683,-54.169139
Augusto Severo,Natal,Brazil,NAT,-5.911417,-35.247717
Salgado Filho,Porto Alegre,Brazil,POA,-29.994428,-51.171428
Pocos De Caldas,Pocos De Caldas,Brazil,POO,-21.843014,-46.567917
Lauro Kurtz,Passo Fundo,Brazil,PFB,-28.243989,-52.326558
Pelotas,Pelotas,Brazil,PET,-31.718353,-52.327689
Senador Nilo Coelho,Petrolina,Brazil,PNZ,-9.362411,-40.569097
Porto Nacional,Porto Nacional,Brazil,PNB,-10.719417,-48.399736
Ponta Pora,Ponta Pora,Brazil,PMG,-22.549639,-55.702614
Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,-8.709294,-63.902281
PlÃ¡cido de Castro,Rio Branco,Brazil,RBR,-9.583,-67.4836
Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,-8.126794,-34.923039
Rio Grande,Rio Grande,Brazil,RIG,-32.082617,-52.166542
Santos Dumont,Rio De Janeiro,Brazil,SDU,-22.910461,-43.163133
Leite Lopes,Ribeirao Preto,Brazil,RAO,-21.134167,-47.774189
Santa Cruz,Rio De Janeiro,Brazil,STU,-22.93235,-43.719092
Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,-23.228172,-45.862739
Marechal Cunha Machado Intl,Sao Luis,Brazil,SLZ,-2.585361,-44.234139
Congonhas,Sao Paulo,Brazil,CGH,-23.626692,-46.655375
Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,-20.816567,-49.406511
Base Aerea De Santos,Santos,Brazil,SSZ,-23.925206,-46.2875
Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,-12.910994,-38.331044
Trombetas,Oriximina,Brazil,TMT,-1.4896,-56.396803
Senador Petronio Portella,Teresina,Brazil,THE,-5.059942,-42.823478
Tefe,Tefe,Brazil,TFF,-3.382944,-64.724056
Tabatinga,Tabatinga,Brazil,TBT,-4.255669,-69.935828
Tucurui,Tucurui,Brazil,TUR,-3.786008,-49.720267
Paulo Afonso,Paulo Alfonso,Brazil,PAV,-9.400878,-38.250575
Rubem Berta,Uruguaiana,Brazil,URG,-29.782178,-57.038189
Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,UDI,-18.882844,-48.225594
Uberaba,Uberaba,Brazil,UBA,-19.765,-47.964778
Major Brigadeiro Trompowsky,Varginha,Brazil,VAG,-21.590067,-45.473342
Vilhena,Vilhena,Brazil,BVH,-12.694375,-60.098269
Goiabeiras,Vitoria,Brazil,VIX,-20.258056,-40.286389
Campo Fontenelle,Piracununga,Brazil,QPS,-21.984561,-47.334764
Santarem,Santarem,Brazil,STM,-2.422431,-54.792789
Aeroporto de Porto Seguro,Porto Seguro,Brazil,BPS,-16.438611,-39.080833
Palmas,Palmas,Brazil,PMW,-10.241667,-48.35278
Caldas Novas,Caldas Novas,Brazil,CLV,-17.7267,-48.6114
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,-10.8708,-61.8465
Mucuri Airport,Mucuri,Brazil,MVS,-18.0489,-39.8642
Toledo Airport,Toledo,Brazil,TOW,-24.6863,-53.6975
Santa Maria Airport,Santa Maria,Brazil,RIA,-29.711358,-53.688153
Chapada Diamantina Airport,Lençóis,Brazil,LEC,-12.4823,-41.277
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,-7.218958,-39.2701
Santa Rosa Airport,Santa Rosa,Brazil,SRA,-27.9067,-54.5204
Sorocaba Airport,Sorocaba,Brazil,SOD,-23.478,-47.49
Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,-14.862761,-40.863106
Marília Airport,Marília,Brazil,MII,-22.196892,-49.9264
Macaé Airport,Macaé,Brazil,MEA,-22.343,-41.766
Erechim Airport,Erechim,Brazil,ERM,-27.6619,-52.2683
Aeroporto Prefeito Octavio de Almeida Neves,Sao Joao del Rei,Brazil,JDR,-21.0864,-44.2258
Governador Valadares Airport,Governador Valadares,Brazil,GVR,-18.8952,-41.9822
Amarais Airport,Campinas,Brazil,CPQ,-22.8592,-47.1082
Cabo Frio International Airport,Cabo Frio,Brazil,CFB,-22.921667,-42.074167
Sinop Airport,Sinop,Brazil,OPS,-11.885,-55.586
Gurupi Airport,Gurupi,Brazil,GRP,-11.728889,-49.068889
Campo Alegre Airport,Santana do Araguaia,Brazil,CMP,-9.505,-50.625
Breves Airport,Breves,Brazil,BVS,-1.681944,-50.48
Soure Airport,Soure,Brazil,SFK,-0.716944,-48.522778
Julio Belem Airport,Parintins,Brazil,PIN,-2.627778,-56.735833
Barreiras Airport,Barreiras,Brazil,BRA,-12.083333,-45
Confresa Airport,Santa Terezinha,Brazil,STZ,-10.47,-50.502778
Minacu Airport,Minacu,Brazil,MQH,-13.526944,-48.220556
Araguaina Airport,Araguaina,Brazil,AUX,-7.228333,-48.240833
Novo Aripuana Airport,Novo Aripuana,Brazil,NVP,-5.121389,-60.380556
Bom Futuro Airport,Lucas do Rio Verde,Brazil,LVR,-13.05,-55.910833
Franca Airport,Franca,Brazil,FRC,-20.538611,-47.400833
Dourados Airport,Dourados,Brazil,DOU,-22.220833,-54.805833
Labrea Airport,Labrea,Brazil,LBR,-7.258889,-64.797778
Rondonopolis Airport,Rondonopolis,Brazil,ROO,-16.466667,-54.633333
Tancredo Thomaz de Faria Airport,Guarapuava,Brazil,GPB,-25.383333,-51.45
Joacaba Airport,Joacaba,Brazil,JCB,-27.172778,-51.500833
General leite de Castro Airport,Rio Verde,Brazil,RVD,-17.790278,-50.918333
Araxa Airport,Araxa,Brazil,AAX,-19.563056,-46.960278
Maues Airport,Maues,Brazil,MBZ,-3.383611,-57.718611
Borba Airport,Borba,Brazil,RBB,-4.387778,-59.593889
Coari Airport,Coari,Brazil,CIZ,-4.085,-63.140833
Barcelos Airport,Barcelos,Brazil,BAZ,-0.975,-62.923889
Diamantino Airport,Diamantino,Brazil,DMT,-14.408889,-56.445833
Guanambi Airport,Guanambi,Brazil,GNM,-14.216667,-42.783333
Ponta Pelada Airport,Manaus,Brazil,PLL,-3.14604,-59.9863
Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil,SJL,-0.148056,-66.9858
Carajas Airport,Parauapebas,Brazil,CKS,-6.11781,-50.0035
Cachimbo,Itaituba,Brazil,ITB,-4.2446,-56.00384
Valenca Airport,Valenca,Brazil,VAL,-13.2965,-38.9924
Dix Sept Rosado Airport,Mossoro,Brazil,MVF,-5.20192,-37.3643
Caruaru Airport,Caruaru,Brazil,CAU,-8.28239,-36.0135
Aeroclube de Nova Iguacu,Nova Iguacu,Brazil,QNV,-22.7453,-43.4603
Aeroporto Blumenau,BLUMENAU,Brazil,BNU,-26.834239,-49.091696
Zona da Mata Regional Airport,Juiz de Fora,Brazil,IZA,-21.5130558,-43.17305756
Patos de Minas Airport,Patos de Minas,Brazil,POJ,-18.672778,-46.491111
Bauru-Arealva,Bauru,Brazil,JTC,-22.157778,-49.068333
Ourilandia do Norte Airport,Ourilandia do Norte,Brazil,OIA,-6.763056,-51.05
Redencao Airport,Redencao,Brazil,RDC,-8.033333,-49.98
Sao Felix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX,-6.641389,-51.952222
Bonito Airport,Bointo,Brazil,BYO,-21.247222,-56.4525
Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,-11.6325,-50.689444
Carlos Alberto da Costa Neves Airport,Cacador,Brazil,CFC,-26.788333,-50.939722
Carauari Airport,Carauari,Brazil,CAF,-4.871389,-66.8975
Amaury Feitosa Tomaz Airport,Eirunepe,Brazil,ERN,-6.639444,-69.879722
Concordia Airport,Concordia,Brazil,CCI,-27.180556,-52.052778
Paulo Abdala Airport,Francisco Beltrao,Brazil,FBE,-26.059167,-53.063333
Confresa Airport,Confresa,Brazil,CFO,-10.633611,-51.567222
Orlando de Carvalho Airport,Umuarama,Brazil,UMU,-23.798611,-53.313611
Diamantina Airport,Diamantina,Brazil,DTI,-18.231944,-43.650278
Fonte Boa Airport,Fonte Boa,Brazil,FBA,-2.5325,-66.083333
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,-3.465556,-68.918889
Humaita Airport,Humaita,Brazil,HUW,-7.532222,-63.072222
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,-0.416944,-65.033889
Oriximina Airport,Oriximina,Brazil,ORX,-1.714167,-55.836111
Una-Comandatuba Airport,Una,Brazil,UNA,-15.355278,-38.998889
Botucatu,Botucatu,Brazil,QCJ,-22.938,-48.467
Sao Carlos TAM,Sao Carlos,Brazil,QSC,-21.875,-47.904
Aeroporto Estadual Arthur Siqueira,Braganca Paulista,Brazil,BJP,-22.979167,-46.5375
Pampulha,Belo Horizonte,Brazil,BHZ,-19.8517,-43.9508
Terrance B Lettsome Intl,Tortola,"Virgin Islands, British",EIS,18.444834,-64.542975
Virgin Gorda Airport,Spanish Town,"Virgin Islands, British",VIJ,18.4464,-64.4275
Brunei Intl,Bandar Seri Begawan,Brunei,BWN,4.9442,114.928353
Burgas,Bourgas,Bulgaria,BOJ,42.569583,27.515236
Gorna Oryahovitsa,Gorna Orechovica,Bulgaria,GOZ,43.151444,25.712889
Plovdiv,Plovdiv,Bulgaria,PDV,42.067806,24.850833
Sofia,Sofia,Bulgaria,SOF,42.695194,23.406167
Varna,Varna,Bulgaria,VAR,43.232072,27.825106
Uzundzhovo,Haskovo,Bulgaria,HKV,41.976375,25.589817
Ouagadougou,Ouagadougou,Burkina Faso,OUA,12.353194,-1.512417
Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,BOY,11.160056,-4.330969
Bujumbura Intl,Bujumbura,Burundi,BJM,-3.324019,29.318519
Phnom Penh Intl,Phnom-penh,Cambodia,PNH,11.546556,104.844139
Siem Reap,Siem-reap,Cambodia,REP,13.410666,103.81284
Sihanoukville,Sihanoukville,Cambodia,KOS,10.579686,103.636828
Ratanakiri,Ratanakiri,Cambodia,RBE,13.73,106.987
Battambang Airport,Battambang,Cambodia,BBM,13.0956,103.224
Kratie Airport,Kratie,Cambodia,KTI,12.4905,106.055
Tiko,Tiko,Cameroon,TKC,4.089192,9.360528
Douala,Douala,Cameroon,DLA,4.006081,9.719481
Salak,Maroua,Cameroon,MVR,10.451392,14.257361
Foumban Nkounja,Foumban,Cameroon,FOM,5.636919,10.750817
Ngaoundere,N'gaoundere,Cameroon,NGE,7.357011,13.559242
Garoua,Garoua,Cameroon,GOU,9.335892,13.370103
Bafoussam,Bafoussam,Cameroon,BFX,5.536919,10.354583
Bamenda,Bamenda,Cameroon,BPC,6.039239,10.122639
Yaounde Ville,Yaounde,Cameroon,YAO,3.836039,11.523461
Yaounde Nsimalen,Yaounde,Cameroon,NSI,3.722556,11.553269
Sault Ste Marie,Sault Sainte Marie,Canada,YAM,46.485001,-84.509445
Winnipeg St Andrews,Winnipeg,Canada,YAV,50.056389,-97.0325
Shearwater,Halifax,Canada,YAW,44.639721,-63.499444
St Anthony,St. Anthony,Canada,YAY,51.391944,-56.083056
Tofino,Tofino,Canada,YAZ,49.082222,-125.7725
Kugaaruk,Pelly Bay,Canada,YBB,68.534444,-89.808056
Baie Comeau,Baie Comeau,Canada,YBC,49.1325,-68.204444
Bagotville,Bagotville,Canada,YBG,48.330555,-70.996391
Baker Lake,Baker Lake,Canada,YBK,64.298889,-96.077778
Campbell River,Campbell River,Canada,YBL,49.950832,-125.270833
Brandon Muni,Brandon,Canada,YBR,49.91,-99.951944
Cambridge Bay,Cambridge Bay,Canada,YCB,69.108055,-105.138333
Nanaimo,Nanaimo,Canada,YCD,49.052333,-123.870167
Castlegar,Castlegar,Canada,YCG,49.296389,-117.6325
Miramichi,Chatham,Canada,YCH,47.007778,-65.449167
Charlo,Charlo,Canada,YCL,47.990833,-66.330278
Kugluktuk,Coppermine,Canada,YCO,67.816667,-115.143889
Coronation,Coronation,Canada,YCT,52.075001,-111.445278
Chilliwack,Chilliwack,Canada,YCW,49.152779,-121.93889
Clyde River,Clyde River,Canada,YCY,70.486111,-68.516667
Fairmont Hot Springs,Coral Harbour,Canada,YZS,64.193333,-83.359444
Dawson City,Dawson,Canada,YDA,64.043056,-139.127778
Burwash,Burwash,Canada,YDB,61.371111,-139.040556
Princeton,Princeton,Canada,YDC,49.468056,-120.511389
Deer Lake,Deer Lake,Canada,YDF,49.210833,-57.391388
Dease Lake,Dease Lake,Canada,YDL,58.422222,-130.032222
Dauphin Barker,Dauphin,Canada,YDN,51.100834,-100.0525
Dawson Creek,Dawson Creek,Canada,YDQ,55.742333,-120.183
Edmonton Intl,Edmonton,Canada,YEG,53.309723,-113.579722
Arviat,Eskimo Point,Canada,YEK,61.094166,-94.070833
Estevan,Estevan,Canada,YEN,49.210278,-102.965833
Edson,Edson,Canada,YET,53.578888,-116.465
Eureka,Eureka,Canada,YEU,79.994722,-85.814167
Inuvik Mike Zubko,Inuvik,Canada,YEV,68.304167,-133.482778
Iqaluit,Iqaluit,Canada,YFB,63.75639,-68.555832
Fredericton,Fredericton,Canada,YFC,45.868889,-66.537222
Flin Flon,Flin Flon,Canada,YFO,54.678055,-101.681667
Fort Resolution,Fort Resolution,Canada,YFR,61.180832,-113.689722
Fort Simpson,Fort Simpson,Canada,YFS,61.760153,-121.236525
Kingston,Kingston,Canada,YGK,44.225277,-76.596944
La Grande Riviere,La Grande Riviere,Canada,YGL,53.625278,-77.704167
Gaspe,Gaspe,Canada,YGP,48.775278,-64.478611
Geraldton Greenstone Regional,Geraldton,Canada,YGQ,49.778332,-86.939445
Iles De La Madeleine,Iles De La Madeleine,Canada,YGR,47.424721,-61.778056
Hudson Bay,Hudson Bay,Canada,YHB,52.816666,-102.31139
Dryden Rgnl,Dryden,Canada,YHD,49.831667,-92.744167
Ulukhaktok Holman,Holman Island,Canada,YHI,70.762778,-117.806111
Gjoa Haven,Gjoa Haven,Canada,YHK,68.635556,-95.849722
Hamilton,Hamilton,Canada,YHM,43.173611,-79.935
St Hubert,Montreal,Canada,YHU,45.5175,-73.416944
Hay River,Hay River,Canada,YHY,60.839722,-115.782778
Halifax Intl,Halifax,Canada,YHZ,44.880833,-63.50861
Atikokan Muni,Atikokan,Canada,YIB,48.773888,-91.638611
Pond Inlet,Pond Inlet,Canada,YIO,72.683334,-77.966667
St Jean,St. Jean,Canada,YJN,45.294445,-73.281111
Stephenville,Stephenville,Canada,YJT,48.544167,-58.549999
Kamloops,Kamloops,Canada,YKA,50.702222,-120.444444
Waterloo,Waterloo,Canada,YKF,43.460833,-80.378611
Schefferville,Schefferville,Canada,YKL,54.805278,-66.805278
Kindersley,Kindersley,Canada,YKY,51.5175,-109.180833
Buttonville Muni,Toronto,Canada,YKZ,43.862221,-79.37
Chapleau,Chapleau,Canada,YLD,47.82,-83.346667
Meadow Lake,Meadow Lake,Canada,YLJ,54.125278,-108.522778
Lloydminster,Lloydminster,Canada,YLL,53.309166,-110.0725
Alert,Alert,Canada,YLT,82.517778,-62.280556
Kelowna,Kelowna,Canada,YLW,49.956112,-119.377778
Mayo,Mayo,Canada,YMA,63.616389,-135.868333
Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw,Canada,YMJ,50.330278,-105.559167
Fort Mcmurray,Fort Mcmurray,Canada,YMM,56.653333,-111.221944
Moosonee,Moosonee,Canada,YMO,51.291111,-80.607778
Maniwaki,Maniwaki,Canada,YMW,46.272778,-75.990556
Montreal Intl Mirabel,Montreal,Canada,YMX,45.681944,-74.005278
Natashquan,Natashquan,Canada,YNA,50.19,-61.789167
Gatineau,Gatineau,Canada,YND,45.521694,-75.563589
Matagami,Matagami,Canada,YNM,49.761667,-77.802778
