airportName,city,country,airportCode,lat,long,currency,currencyCode,toEuro,fromEuro
Goose Bay,Goose Bay,Canada,YYR,53.319168,-60.425833,Canadian Dollar,CAD,0.7423,1.3477
St Johns Intl,St. John's,Canada,YYT,47.61861,-52.751945,Canadian Dollar,CAD,0.7423,1.3477
Kapuskasing,Kapuskasing,Canada,YYU,49.413889,-82.4675,Canadian Dollar,CAD,0.7423,1.3477
Armstrong,Armstrong,Canada,YYW,50.290279,-88.909721,Canadian Dollar,CAD,0.7423,1.3477
Mont Joli,Mont Joli,Canada,YYY,48.608612,-68.208056,Canadian Dollar,CAD,0.7423,1.3477
Lester B Pearson Intl,Toronto,Canada,YYZ,43.677223,-79.630556,Canadian Dollar,CAD,0.7423,1.3477
Downsview,Toronto,Canada,YZD,43.7425,-79.465556,Canadian Dollar,CAD,0.7423,1.3477
Gore Bay Manitoulin,Gore Bay,Canada,YZE,45.885277,-82.567778,Canadian Dollar,CAD,0.7423,1.3477
Yellowknife,Yellowknife,Canada,YZF,62.462778,-114.440278,Canadian Dollar,CAD,0.7423,1.3477
Salluit Airport,Salluit,Canada,YZG,62.1794,-75.6672,Canadian Dollar,CAD,0.7423,1.3477
Slave Lake,Slave Lake,Canada,YZH,55.293056,-114.777222,Canadian Dollar,CAD,0.7423,1.3477
Sandspit,Sandspit,Canada,YZP,53.254333,-131.813833,Canadian Dollar,CAD,0.7423,1.3477
Chris Hadfield,Sarnia,Canada,YZR,42.999444,-82.308889,Canadian Dollar,CAD,0.7423,1.3477
Fairmont Hot Springs,Coral Harbour,Canada,YZS,64.193333,-83.359444,Canadian Dollar,CAD,0.7423,1.3477
Port Hardy,Port Hardy,Canada,YZT,50.680556,-127.366667,Canadian Dollar,CAD,0.7423,1.3477
Whitecourt,Whitecourt,Canada,YZU,54.14389,-115.786667,Canadian Dollar,CAD,0.7423,1.3477
Sept Iles,Sept-iles,Canada,YZV,50.223333,-66.265556,Canadian Dollar,CAD,0.7423,1.3477
Teslin,Teslin,Canada,YZW,60.172779,-132.742778,Canadian Dollar,CAD,0.7423,1.3477
Greenwood,Greenwood,Canada,YZX,44.984444,-64.916944,Canadian Dollar,CAD,0.7423,1.3477
Mackenzie Airport,Mackenzie British Columbia,Canada,YZY,55.29944,-123.08333,Canadian Dollar,CAD,0.7423,1.3477
Trail Airport,Trail,Canada,YZZ,49.055556,-117.609167,Canadian Dollar,CAD,0.7423,1.3477
York Landing Airport,York Landing,Canada,ZAC,56.0894,-96.0892,Canadian Dollar,CAD,0.7423,1.3477
Bathurst Airport,Bathurst,Canada,ZBF,47.6297,-65.7389,Canadian Dollar,CAD,0.7423,1.3477
Bromont Airport,Bromont,Canada,ZBM,45.290833,-72.741944,Canadian Dollar,CAD,0.7423,1.3477
Bella Bella Airport,Bella Bella,Canada,ZEL,52.139722,-128.063611,Canadian Dollar,CAD,0.7423,1.3477
Eastmain River Airport,Eastmain River,Canada,ZEM,52.2264,-78.5225,Canadian Dollar,CAD,0.7423,1.3477
Faro,Faro,Canada,ZFA,62.2075,-133.375833,Canadian Dollar,CAD,0.7423,1.3477
Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,59.3344,-107.182,Canadian Dollar,CAD,0.7423,1.3477
Fort Mcpherson,Fort Mcpherson,Canada,ZFM,67.4075,-134.860556,Canadian Dollar,CAD,0.7423,1.3477
Tulita,Tulita,Canada,ZFN,64.0833333,-125.5833333,Canadian Dollar,CAD,0.7423,1.3477
Gods River Airport,Gods River,Canada,ZGI,54.8397,-94.0786,Canadian Dollar,CAD,0.7423,1.3477
Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,52.045,-95.466111,Canadian Dollar,CAD,0.7423,1.3477
Swan River Airport,Swan River,Canada,ZJN,52.1206,-101.236,Canadian Dollar,CAD,0.7423,1.3477
Kashechewan Airport,Kashechewan,Canada,ZKE,52.2825,-81.6778,Canadian Dollar,CAD,0.7423,1.3477
Kegaska Airport,Kegaska,Canada,ZKG,50.195833,-61.265833,Canadian Dollar,CAD,0.7423,1.3477
La Tabatière Airport,La Tabatière,Canada,ZLT,50.8308,-58.9756,Canadian Dollar,CAD,0.7423,1.3477
South Cariboo Regional Airport,108 Mile Ranch,Canada,ZML,51.4412,-121.1958,Canadian Dollar,CAD,0.7423,1.3477
Masset Airport,Masset,Canada,ZMT,54.0275,-132.125,Canadian Dollar,CAD,0.7423,1.3477
Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,49.183333,-123.95,Canadian Dollar,CAD,0.7423,1.3477
Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,53.8911,-92.1964,Canadian Dollar,CAD,0.7423,1.3477
Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,52.9436,-91.3128,Canadian Dollar,CAD,0.7423,1.3477
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,53.0642,-93.3444,Canadian Dollar,CAD,0.7423,1.3477
Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,54.3333,-130.283,Canadian Dollar,CAD,0.7423,1.3477
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB,50.6744,-59.3836,Canadian Dollar,CAD,0.7423,1.3477
Shamattawa Airport,Shamattawa,Canada,ZTM,55.8656,-92.0814,Canadian Dollar,CAD,0.7423,1.3477
Churchill Falls Airport,Churchill Falls,Canada,ZUM,53.5619,-64.1064,Canadian Dollar,CAD,0.7423,1.3477
Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,58.1069,-103.172,Canadian Dollar,CAD,0.7423,1.3477
Sion,Sion,Switzerland,SIR,46.219592,7.326764,Swiss Franc,CHF,0.9436,1.0603
Samedan,Samedan,Switzerland,SMV,46.534075,9.884106,Swiss Franc,CHF,0.9436,1.0603
Air Base,Interlaken,Switzerland,ZIN,46.6766,7.87908,Swiss Franc,CHF,0.9436,1.0603
Locarno Airport,Locarno,Switzerland,ZJI,46.1608,8.87861,Swiss Franc,CHF,0.9436,1.0603
Zurich,Zurich,Switzerland,ZRH,47.464722,8.549167,Swiss Franc,CHF,0.9436,1.0603
Arturo Merino Benitez Intl,Santiago,Chile,SCL,-33.392975,-70.785803,Chilean Peso,CLP,0.001484,674.679
Chaiten,Chaiten,Chile,WCH,-42.932808,-72.699114,Chilean Peso,CLP,0.001484,674.679
Aeropuerto Capitan Fuentes Martinez,Porvenir,Chile,WPR,-53.2537,-70.319228,Chilean Peso,CLP,0.001484,674.679
Guardiamarina Zanartu Airport,Puerto Williams,Chile,WPU,-54.9311,-67.6263,Chilean Peso,CLP,0.001484,674.679
Pichoy,Valdivia,Chile,ZAL,-39.649956,-73.086111,Chilean Peso,CLP,0.001484,674.679
Maquehue,Temuco,Chile,ZCO,-38.766819,-72.637097,Chilean Peso,CLP,0.001484,674.679
Canal Bajo Carlos Hott Siebert,Osorno,Chile,ZOS,-40.611208,-73.061042,Chilean Peso,CLP,0.001484,674.679
Pucón Airport,Pucon,Chile,ZPC,-39.2928,-71.9159,Chilean Peso,CLP,0.001484,674.679
Shigatse Peace Airport,Shigatse,China,RKZ,29.351667,89.306944,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Bayannur,Bayannur,China,RLK,40.926389,107.738889,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Hongqiao Intl,Shanghai,China,SHA,31.197875,121.336319,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Shenyang Taoxian International Airport,Shenyang,China,SHE,41.3824,123.2901,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Shanhaiguan Airport,Qinhuangdao,China,SHP,39.9681,119.731,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xi\\'An Xiguan,Xi\\'AN,China,SIA,34.3767,109.12,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,38.280686,114.6973,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wai Sha Airport,Shantou,China,SWA,23.4,116.683,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Simao Airport,Simao,China,SYM,22.7933,100.959,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Phoenix International,Sanya,China,SYX,18.302897,109.412272,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Baoan Intl,Shenzhen,China,SZX,22.639258,113.810664,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Liuting,Qingdao,China,TAO,36.266108,120.374436,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tacheng Airport,Tacheng,China,TCG,46.6725,83.3408,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tengchong Tuofeng Airport,Tengchong,China,TCZ,24.938651,98.483591,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tongren,Tongren,China,TEN,27.884,109.31,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tongliao Airport,Tongliao,China,TGO,43.5567,122.2,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tianshui Airport,Tianshui,China,THQ,34.333,105.514,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Turpan,Turpan,China,TLQ,42.942328,89.185877,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Jinan,Jinan,China,TNA,36.857214,117.215992,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Binhai,Tianjin,China,TSN,39.124353,117.346183,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Sannvhe,Tangshan,China,TVS,39.717444,118.002389,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tunxi International Airport,Huangshan,China,TXN,29.7333,118.256,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wusu,Taiyuan,China,TYN,37.746897,112.628428,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Diwopu,Urumqi,China,URC,43.907106,87.474244,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yulin Airport,Yulin,China,UYN,38.2692,109.731,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Weifang Airport,Weifang,China,WEF,36.6467,119.119,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Weihai Airport,Weihai,China,WEH,37.1871,122.229,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wenshan Airport,Wenshan,China,WNH,23.375833,104.243056,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wenzhou Yongqiang Airport,Wenzhou,China,WNZ,27.9122,120.852,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wuhai,Wuhai,China,WUA,39.794444,106.799444,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Tianhe,Wuhan,China,WUH,30.783758,114.2081,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Nanping Wuyishan Airport,Wuyishan,China,WUS,27.7019,118.001,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wuxi Airport,Wuxi,China,WUX,31.4944,120.429,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Changzhoudao Airport,Wuzhou,China,WUZ,23.4567,111.248,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Wanxian Airport,Wanxian,China,WXN,30.8361,108.406,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xiangfan Airport,Xiangfan,China,XFN,32.1506,112.291,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Qingshan,Xichang,China,XIC,27.989083,102.184361,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xilinhot Airport,Xilinhot,China,XIL,43.9156,115.964,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xianyang,Xi'an,China,XIY,34.447119,108.751592,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Gaoqi,Xiamen,China,XMN,24.544036,118.127739,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xining Caojiabu Airport,Xining,China,XNN,36.5275,102.043,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Xuzhou Guanyin Airport,Xuzhou,China,XUZ,34.16,117.11,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yibin,Yibin,China,YBP,28.800278,104.544444,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhangxiao,Yuncheng,China,YCU,35.018,110.993,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yichun Mingyueshan Airport,Yichun,China,YIC,27.8033,114.3081,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yichang Airport,Yichang,China,YIH,30.671,111.441,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yining Airport,Yining,China,YIN,43.9558,81.3303,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yiwu Airport,Yiwu,China,YIW,29.3447,120.032,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yanji Airport,Yanji,China,YNJ,42.8828,129.451258,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Laishan,Yantai,China,YNT,37.401667,121.371667,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yancheng Airport,Yancheng,China,YNZ,33.3856,120.125,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yangzhou Taizhou Airport,Yangzhou,China,YTY,32.5617,119.715,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Yushu Batang,Yushu,China,YUS,32.825,97.125,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhaotong Airport,Zhaotong,China,ZAT,27.3256,103.755,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhongchuan,Lanzhou,China,ZGC,36.515242,103.620775,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhanjiang Airport,Zhanjiang,China,ZHA,21.2144,110.358,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhongwei Xiangshan Airport,Zhongwei,China,ZHY,37.5728,105.1544,Chinese Yuan Renminbi,CNY,0.1545,6.4987
Zhuhai Airport,Zhuhai,China,ZUH,22.0064,113.376,Chinese Yuan Renminbi,CNY,0.1545,6.4987
San Pedro,San Pedro,Cote d'Ivoire,SPY,4.746717,-6.660817,CFA Franc BCEAO,XOF,0.001524,655.957
Tiko,Tiko,Cameroon,TKC,4.089192,9.360528,CFA Franc BEAC,XAF,0.001524,655.957
Yaounde Ville,Yaounde,Cameroon,YAO,3.836039,11.523461,CFA Franc BEAC,XAF,0.001524,655.957
Tshikapa Airport,Tshikapa,Congo,TSH,-6.43833,20.7947,CFA Franc BEAC,XAF,0.001524,655.957
Los Colonizadores Airport,Saravena,Colombia,RVE,6.916667,-71.9,Colombian Peso,COP,0.0003621,2839.72
Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,SJE,2.579694,-72.639358,Colombian Peso,COP,0.0003621,2839.72
Simon Bolivar,Santa Marta,Colombia,SMR,11.11965,-74.230647,Colombian Peso,COP,0.0003621,2839.72
Eduardo Falla Solano,San Vincente De Caguan,Colombia,SVI,2.152175,-74.76635,Colombian Peso,COP,0.0003621,2839.72
Tarapacá Airport,Tarapacá,Colombia,TCD,-2.867,-69.733,Colombian Peso,COP,0.0003621,2839.72
La Florida,Tumaco,Colombia,TCO,1.814417,-78.749228,Colombian Peso,COP,0.0003621,2839.72
Golfo de Morrosquillo Airport,Tolu,Colombia,TLU,9.511944,-75.586389,Colombian Peso,COP,0.0003621,2839.72
Tame,Tame,Colombia,TME,6.451081,-71.760261,Colombian Peso,COP,0.0003621,2839.72
El Carano,Quibdo,Colombia,UIB,5.690758,-76.641181,Colombian Peso,COP,0.0003621,2839.72
Farfan,Tulua,Colombia,ULQ,4.088358,-76.235133,Colombian Peso,COP,0.0003621,2839.72
Villa Garzon Airport,Villa Garzon,Colombia,VGZ,0.978889,-76.605556,Colombian Peso,COP,0.0003621,2839.72
Alfonso Lopez Pumarejo,Valledupar,Colombia,VUP,10.435042,-73.249506,Colombian Peso,COP,0.0003621,2839.72
Vanguardia,Villavicencio,Colombia,VVC,4.167875,-73.613761,Colombian Peso,COP,0.0003621,2839.72
Iconi Airport,Moroni,Comoros,YVA,-11.7108,43.2439,Comoros Franc,KMF,0.002033,491.968
Sao Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,14.885,-24.48,Cape Verde Escudo,CVE,0.009069,110.265
Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,SID,16.741389,-22.949444,Cape Verde Escudo,CVE,0.009069,110.265
Preguica,Sao Nocolau Island,Cape Verde,SNE,16.588356,-24.284656,Cape Verde Escudo,CVE,0.009069,110.265
Sao Pedro,Sao Vicente Island,Cape Verde,VXE,16.833689,-25.054661,Cape Verde Escudo,CVE,0.009069,110.265
Juan Santamaria Intl,San Jose,Costa Rica,SJO,9.993861,-84.208806,Costa Rican Colon,CRC,0.001799,583.9
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,9.957053,-84.139797,Costa Rican Colon,CRC,0.001799,583.9
Tambor Airport,Nicoya,Costa Rica,TMU,9.73852,-85.0138,Costa Rican Colon,CRC,0.001799,583.9
Cabo Velas Airport,Nicoya,Costa Rica,TNO,10.3557,-85.852892,Costa Rican Colon,CRC,0.001799,583.9
Aerotortuguero Airport,Roxana,Costa Rica,TTQ,10.569,-83.5148,Costa Rican Colon,CRC,0.001799,583.9
La Managua,Quepos,Costa Rica,XQP,9.443164,-84.129772,Costa Rican Colon,CRC,0.001799,583.9
Antonio Maceo Intl,Santiago De Cuba,Cuba,SCU,19.969769,-75.835414,Cuban Peso,CUP,0.0427,24.3997
Abel Santamaria,Santa Clara,Cuba,SNU,22.492192,-79.943611,Cuban Peso,CUP,0.0427,24.3997
Alberto Delgado Airport,Trinidad,Cuba,TND,21.788461,-79.997203,Cuban Peso,CUP,0.0427,24.3997
Juan Gualberto Gomez Intl,Varadero,Cuba,VRA,23.034445,-81.435278,Cuban Peso,CUP,0.0427,24.3997
Hermanos Ameijeiras,Las Tunas,Cuba,VTU,20.987642,-76.9358,Cuban Peso,CUP,0.0427,24.3997
Christmas Island,Christmas Island,Christmas Island,XCH,-10.450556,105.690278,Australian Dollar,AUD,0.7253,1.3791
Praha hlavni nadrazi,Prague,Czech Republic,XYG,50.08268921,14.43502976,Czech Koruna,CZK,0.03667,27.311
Holesovice,Praha,Czech Republic,XYJ,50.11,14.439444,Czech Koruna,CZK,0.03667,27.311
Laage,Laage,Germany,RLG,53.918167,12.278333,Euro,EUR,1,1
Ramstein Ab,Ramstein,Germany,RMS,49.436911,7.600283,Euro,EUR,1,1
Saarbrucken,Saarbruecken,Germany,SCN,49.214553,7.109508,Euro,EUR,1,1
Spangdahlem Ab,Spangdahlem,Germany,SPM,49.972667,6.6925,Euro,EUR,1,1
Stuttgart,Stuttgart,Germany,STR,48.689878,9.221964,Euro,EUR,1,1
Schonefeld,Berlin,Germany,SXF,52.380001,13.5225,Euro,EUR,1,1
Schwerin Parchim,Parchim,Germany,SZW,53.426997,11.783436,Euro,EUR,1,1
Tempelhof,Berlin,Germany,THF,52.473025,13.403944,Euro,EUR,1,1
Treuchtlingen BF,Treuchtlingen,Germany,TLG,49.04,11.081944,Euro,EUR,1,1
Tegel,Berlin,Germany,TXL,52.559686,13.287711,Euro,EUR,1,1
Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,WVN,53.504833,8.053333,Euro,EUR,1,1
Wurzburg HBF,Wurzburg,Germany,WZB,49.7999,9.95555,Euro,EUR,1,1
Hamburg Finkenwerder,Hamburg,Germany,XFW,53.535886,9.837025,Euro,EUR,1,1
Nuernberg Railway,Nuernberg,Germany,ZAQ,49.446389,11.081944,Euro,EUR,1,1
Augsburg Railway,Augsburg,Germany,ZAU,48.3655,10.8863,Euro,EUR,1,1
Arnsberg Menden,Arnsberg,Germany,ZCA,51.483333,7.899333,Euro,EUR,1,1
Celle,Celle,Germany,ZCN,52.5912,10.022133,Euro,EUR,1,1
Essen Railway,Essen,Germany,ZES,51.451389,7.013889,Euro,EUR,1,1
Frankfurt Oder Hbf,Frankfurt Oder,Germany,ZFR,52.336944,14.547222,Euro,EUR,1,1
Mannheim Railway,Mannheim,Germany,ZMA,49.479633,8.469858,Euro,EUR,1,1
Hamburg Hbf,Hamburg,Germany,ZMB,53.552776,10.006683,Euro,EUR,1,1
Munich Railway,Munich,Germany,ZMU,48.1408,11.555,Euro,EUR,1,1
Hanau Aaf,Hanau,Germany,ZNF,50.169189,8.961586,Euro,EUR,1,1
Koblenz Winningen,Koblenz,Germany,ZNV,50.3255,7.528667,Euro,EUR,1,1
Rheine Bentlage,Rheine,Germany,ZPQ,52.27656,7.43843,Euro,EUR,1,1
Speyer,Speyer,Germany,ZQC,49.302776,8.451195,Euro,EUR,1,1
Trier Fohren,Trier,Germany,ZQF,49.8635,6.788167,Euro,EUR,1,1
Donaueschingen Villingen,Donaueschingen,Germany,ZQL,47.973331,8.522223,Euro,EUR,1,1
Zweibruecken,Zweibruecken,Germany,ZQW,49.209445,7.401323,Euro,EUR,1,1
Frankfurt-Main Hauptbahnhof,Frankfurt,Germany,ZRB,50.1070258,8.662760505,Euro,EUR,1,1
Stendal Borstel,Stendal,Germany,ZSN,52.627778,11.818333,Euro,EUR,1,1
Hannover Messe-Heliport,Hannover,Germany,ZVM,52.329035,9.822136,Euro,EUR,1,1
Stuttgart Railway Station,Stuttgart,Germany,ZWS,48.783611,9.181667,Euro,EUR,1,1
Tadjoura,Tadjoura,Djibouti,TDJ,11.783,42.917,Djibouti Franc,DJF,0.005339,187.329
Roskilde,Copenhagen,Denmark,RKE,55.585567,12.131428,Danish Krone,DKK,0.134,7.4614
Bornholm Ronne,Ronne,Denmark,RNN,55.063267,14.759558,Danish Krone,DKK,0.134,7.4614
Rodby Port,Rodby,Denmark,ROD,54.65,11.35,Danish Krone,DKK,0.134,7.4614
Sonderborg,Soenderborg,Denmark,SGD,54.964367,9.791731,Danish Krone,DKK,0.134,7.4614
Skrydstrup,Skrydstrup,Denmark,SKS,55.225553,9.263931,Danish Krone,DKK,0.134,7.4614
Stauning,Stauning,Denmark,STA,55.990122,8.353906,Danish Krone,DKK,0.134,7.4614
Thisted,Thisted,Denmark,TED,57.0688,8.705225,Danish Krone,DKK,0.134,7.4614
Central,Copenhagen,Denmark,ZGH,55.672778,12.564444,Danish Krone,DKK,0.134,7.4614
Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,18.429664,-69.668925,Dominican R. Peso,DOP,0.02141,47.8846
Cibao Intl,Santiago,Dominican Republic,STI,19.406092,-70.604689,Dominican R. Peso,DOP,0.02141,47.8846
Tafaraoui,Oran,Algeria,TAF,35.542444,-0.532278,Algerian Dinar,DZD,0.009789,103.169
Cheikh Larbi Tebessi,Tebessa,Algeria,TEE,35.431611,8.120717,Algerian Dinar,DZD,0.009789,103.169
Sidi Mahdi,Touggourt,Algeria,TGR,33.067803,6.088672,Algerian Dinar,DZD,0.009789,103.169
Bou Chekif,Tiaret,Algeria,TID,35.341136,1.463147,Algerian Dinar,DZD,0.009789,103.169
Tindouf,Tindouf,Algeria,TIN,27.700372,-8.167103,Algerian Dinar,DZD,0.009789,103.169
Zenata,Tlemcen,Algeria,TLM,35.016667,-1.45,Algerian Dinar,DZD,0.009789,103.169
Tamanrasset,Tamanrasset,Algeria,TMR,22.811461,5.451075,Algerian Dinar,DZD,0.009789,103.169
Timimoun,Timimoun,Algeria,TMX,29.237119,0.276033,Algerian Dinar,DZD,0.009789,103.169
Illizi Takhamalt,Illizi,Algeria,VVZ,26.723536,8.622653,Algerian Dinar,DZD,0.009789,103.169
San Cristóbal Airport,San Cristóbal,Ecuador,SCY,-0.910206,-89.61745,US Dollar,USD,0.9488,1.0541
General Ulpiano Paez,Salinas,Ecuador,SNC,-2.204994,-80.988878,US Dollar,USD,0.9488,1.0541
Tarapoa,Tarapoa,Ecuador,TPC,-0.122956,-76.33775,US Dollar,USD,0.9488,1.0541
Tiputini,Tiputini,Ecuador,TPN,-0.766667,-75.53333,US Dollar,USD,0.9488,1.0541
Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,TUA,0.809506,-77.708056,US Dollar,USD,0.9488,1.0541
Mariscal Sucre Intl,Quito,Ecuador,UIO,-0.141144,-78.488214,US Dollar,USD,0.9488,1.0541
Coronel E Carvajal,Macas,Ecuador,XMS,-2.299167,-78.12075,US Dollar,USD,0.9488,1.0541
Marsa Alam Intl,Marsa Alam,Egypt,RMF,25.557111,34.583711,Egyptian Pound,EGP,0.1249,8.0604
St Catherine Intl,St. Catherine,Egypt,SKV,28.685278,34.0625,Egyptian Pound,EGP,0.1249,8.0604
Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,27.977222,34.394722,Egyptian Pound,EGP,0.1249,8.0604
Taba Intl,Taba,Egypt,TCP,29.587778,34.778056,Egyptian Pound,EGP,0.1249,8.0604
Smara Airport,Smara,Western Sahara,SMW,26.7318,-11.6847,Moroccan Dirham,MAD,0.09493,10.7714
Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932,Moroccan Dirham,MAD,0.09493,10.7714
Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,42.4542,-2.32083,Euro,EUR,1,1
Ronda Airport,Ronda,Spain,RRA,36.75,-5.166667,Euro,EUR,1,1
Santiago,Santiago,Spain,SCQ,42.896333,-8.415144,Euro,EUR,1,1
Santander,Santander,Spain,SDR,43.427064,-3.820006,Euro,EUR,1,1
Salamanca,Salamanca,Spain,SLM,40.952117,-5.501986,Euro,EUR,1,1
La Palma,Santa Cruz De La Palma,Spain,SPC,28.626478,-17.755611,Euro,EUR,1,1
Sevilla,Sevilla,Spain,SVQ,37.418,-5.893106,Euro,EUR,1,1
Tenerife Norte,Tenerife,Spain,TFN,28.482653,-16.341536,Euro,EUR,1,1
Tenerife Sur,Tenerife,Spain,TFS,28.044475,-16.572489,Euro,EUR,1,1
Torrejon,Madrid,Spain,TOJ,40.496747,-3.445872,Euro,EUR,1,1
Hierro,Hierro,Spain,VDE,27.814847,-17.887056,Euro,EUR,1,1
Vigo,Vigo,Spain,VGO,42.2318,-8.626775,Euro,EUR,1,1
Vitoria,Vitoria,Spain,VIT,42.882836,-2.724469,Euro,EUR,1,1
Valencia,Valencia,Spain,VLC,39.489314,-0.481625,Euro,EUR,1,1
Valladolid,Valladolid,Spain,VLL,41.706111,-4.851944,Euro,EUR,1,1
Jerez,Jerez,Spain,XRY,36.744622,-6.060111,Euro,EUR,1,1
Zaragoza Ab,Zaragoza,Spain,ZAZ,41.666242,-1.041553,Euro,EUR,1,1
Tartu,Tartu,Estonia,TAY,58.307461,26.690428,Euro,EUR,1,1
Tallinn,Tallinn-ulemiste International,Estonia,TLL,59.413317,24.832844,Euro,EUR,1,1
Kuressaare,Kuressaare,Estonia,URE,58.229883,22.509494,Euro,EUR,1,1
Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC,14.0781,38.2725,Ethiopian Birr,ETB,0.04695,21.8025
Tippi Airport,Tippi,Ethiopia,TIE,7.117,35.383,Ethiopian Birr,ETB,0.04695,21.8025
Rovaniemi,Rovaniemi,Finland,RVN,66.564822,25.830411,Euro,EUR,1,1
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.6921,22.8323,Euro,EUR,1,1
Sodankyla,Sodankyla,Finland,SOT,67.395033,26.619133,Euro,EUR,1,1
Savonlinna,Savonlinna,Finland,SVL,61.943064,28.945136,Euro,EUR,1,1
Turku,Turku,Finland,TKU,60.514142,22.262808,Euro,EUR,1,1
Tampere Pirkkala,Tampere,Finland,TMP,61.414147,23.604392,Euro,EUR,1,1
Vaasa,Vaasa,Finland,VAA,63.05065,21.762175,Euro,EUR,1,1
Varkaus,Varkaus,Finland,VRK,62.171111,27.868611,Euro,EUR,1,1
Rotuma Airport,Rotuma,Fiji,RTA,-12.4825,177.071,Fiji Dollar,FJD,0.4613,2.1908
Nausori Intl,Nausori,Fiji,SUV,-18.043267,178.559228,Fiji Dollar,FJD,0.4613,2.1908
